;Scopy version,438f138
;Exported on,mardi avril 29/04/2025
;Device,M2K
;Nr of samples,160000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
0,-0.08192,0.111741
1,-0.08191,0.111741
2,-0.0819,0.111741
3,-0.08189,0.110154
4,-0.08188,0.110154
5,-0.08187,0.110154
6,-0.08186,0.110154
7,-0.08185,0.110154
8,-0.08184,0.110154
9,-0.08183,0.110154
10,-0.08182,0.110154
11,-0.08181,0.10698
12,-0.0818,0.108567
13,-0.08179,0.108567
14,-0.08178,0.108567
15,-0.08177,0.108567
16,-0.08176,0.10698
17,-0.08175,0.10698
18,-0.08174,0.10698
19,-0.08173,0.10698
20,-0.08172,0.10698
21,-0.08171,0.10698
22,-0.0817,0.10698
23,-0.08169,0.10698
24,-0.08168,0.103806
25,-0.08167,0.105393
26,-0.08166,0.105393
27,-0.08165,0.105393
28,-0.08164,0.105393
29,-0.08163,0.105393
30,-0.08162,0.103806
31,-0.08161,0.103806
32,-0.0816,0.103806
33,-0.08159,0.103806
34,-0.08158,0.103806
35,-0.08157,0.103806
36,-0.08156,0.103806
37,-0.08155,0.103806
38,-0.08154,0.103806
39,-0.08153,0.0990446
40,-0.08152,0.100632
41,-0.08151,0.100632
42,-0.0815,0.100632
43,-0.08149,0.100632
44,-0.08148,0.100632
45,-0.08147,0.100632
46,-0.08146,0.100632
47,-0.08145,0.100632
48,-0.08144,0.100632
49,-0.08143,0.100632
50,-0.08142,0.100632
51,-0.08141,0.0974575
52,-0.0814,0.0990446
53,-0.08139,0.0990446
54,-0.08138,0.0990446
55,-0.08137,0.0990446
56,-0.08136,0.0990446
57,-0.08135,0.0990446
58,-0.08134,0.0990446
59,-0.08133,0.0990446
60,-0.08132,0.0990446
61,-0.08131,0.0990446
62,-0.0813,0.0958705
63,-0.08129,0.0974575
64,-0.08128,0.0974575
65,-0.08127,0.0974575
66,-0.08126,0.0974575
67,-0.08125,0.0974575
68,-0.08124,0.0974575
69,-0.08123,0.0974575
70,-0.08122,0.0974575
71,-0.08121,0.0974575
72,-0.0812,0.0974575
73,-0.08119,0.0974575
74,-0.08118,0.0974575
75,-0.08117,0.0974575
76,-0.08116,0.0974575
77,-0.08115,0.0958705
78,-0.08114,0.0958705
79,-0.08113,0.0958705
80,-0.08112,0.0958705
81,-0.08111,0.0958705
82,-0.0811,0.0958705
83,-0.08109,0.0958705
84,-0.08108,0.0958705
85,-0.08107,0.0958705
86,-0.08106,0.0958705
87,-0.08105,0.0958705
88,-0.08104,0.0958705
89,-0.08103,0.0958705
90,-0.08102,0.0958705
91,-0.08101,0.0958705
92,-0.081,0.0958705
93,-0.08099,0.0958705
94,-0.08098,0.0958705
95,-0.08097,0.0958705
96,-0.08096,0.0958705
97,-0.08095,0.0958705
98,-0.08094,0.0958705
99,-0.08093,0.0958705
100,-0.08092,0.0942834
101,-0.08091,0.0942834
102,-0.0809,0.0942834
103,-0.08089,0.0942834
104,-0.08088,0.0942834
105,-0.08087,0.0942834
106,-0.08086,0.0942834
107,-0.08085,0.0942834
108,-0.08084,0.0942834
109,-0.08083,0.0942834
110,-0.08082,0.0958705
111,-0.08081,0.0942834
112,-0.0808,0.0942834
113,-0.08079,0.0942834
114,-0.08078,0.0942834
115,-0.08077,0.0942834
116,-0.08076,0.0942834
117,-0.08075,0.0942834
118,-0.08074,0.0942834
119,-0.08073,0.0942834
120,-0.08072,0.0942834
121,-0.08071,0.0942834
122,-0.0807,0.0942834
123,-0.08069,0.0942834
124,-0.08068,0.0942834
125,-0.08067,0.0942834
126,-0.08066,0.0942834
127,-0.08065,0.0942834
128,-0.08064,0.0942834
129,-0.08063,0.0942834
130,-0.08062,0.0942834
131,-0.08061,0.0942834
132,-0.0806,0.0942834
133,-0.08059,0.0942834
134,-0.08058,0.0942834
135,-0.08057,0.0942834
136,-0.08056,0.0942834
137,-0.08055,0.0942834
138,-0.08054,0.0942834
139,-0.08053,0.0942834
140,-0.08052,0.0942834
141,-0.08051,0.0942834
142,-0.0805,0.0942834
143,-0.08049,0.0942834
144,-0.08048,0.0942834
145,-0.08047,0.0942834
146,-0.08046,0.0942834
147,-0.08045,0.0942834
148,-0.08044,0.0942834
149,-0.08043,0.0926964
150,-0.08042,0.0926964
151,-0.08041,0.0926964
152,-0.0804,0.0926964
153,-0.08039,0.0926964
154,-0.08038,0.0926964
155,-0.08037,0.0926964
156,-0.08036,0.0926964
157,-0.08035,0.0926964
158,-0.08034,0.0911093
159,-0.08033,0.0942834
160,-0.08032,0.0911093
161,-0.08031,0.0926964
162,-0.0803,0.0911093
163,-0.08029,0.0926964
164,-0.08028,0.0926964
165,-0.08027,0.0926964
166,-0.08026,0.0926964
167,-0.08025,0.0926964
168,-0.08024,0.0926964
169,-0.08023,0.0926964
170,-0.08022,0.0926964
171,-0.08021,0.0926964
172,-0.0802,0.0926964
173,-0.08019,0.0926964
174,-0.08018,0.0926964
175,-0.08017,0.0926964
176,-0.08016,0.0926964
177,-0.08015,0.0926964
178,-0.08014,0.0926964
179,-0.08013,0.0926964
180,-0.08012,0.0926964
181,-0.08011,0.0926964
182,-0.0801,0.0926964
183,-0.08009,0.0926964
184,-0.08008,0.0926964
185,-0.08007,0.0926964
186,-0.08006,0.0926964
187,-0.08005,0.0926964
188,-0.08004,0.0926964
189,-0.08003,0.0926964
190,-0.08002,0.0926964
191,-0.08001,0.0926964
192,-0.08,0.0926964
193,-0.07999,0.0926964
194,-0.07998,0.0926964
195,-0.07997,0.0926964
196,-0.07996,0.0926964
197,-0.07995,0.0926964
198,-0.07994,0.0926964
199,-0.07993,0.0926964
