cfo,sto,snr,txp,ber,invalid
5851.814849189814,6,12.87,0,0.0,0
6270.70513348108,4,12.93,0,0.0,0
7559.310440955534,6,14.2,0,0.0,0
7886.271596524044,1,14.21,0,0.0,0
6872.768284707394,6,15.39,0,0.0,0
6798.650771520216,5,15.39,0,0.0,0
8482.903324404122,7,16.47,0,0.0,0
8597.162902844588,7,17.51,0,0.0,0
7880.786100846878,7,17.57,0,0.0,0
7908.24773017856,1,17.51,0,0.0,0
8203.497360931824,6,18.54,0,0.0,0
8094.464774481188,3,18.49,0,0.0,0
7950.016234227958,2,18.51,0,0.0,0
7739.822380026431,6,18.53,0,0.0,0
7090.560250041867,5,19.63,0,0.0,0
7914.606920887058,1,19.61,0,0.0,0
8272.370332337556,4,19.61,0,0.0,0
8179.265367576435,4,19.62,0,0.0,0
7299.919777663529,5,19.68,0,0.0,0
7040.45796656767,2,20.84,0,0.0,0
8085.5020484703155,4,20.82,0,0.0,0
7193.398234370256,0,20.82,0,0.0,0
8153.341005126698,2,20.8,0,0.0,0
8250.627563479682,0,20.78,0,0.0,0
6955.136097229517,0,12.97,0,0.0,0
7108.966661217667,2,14.18,0,0.0,0
8270.474954842877,4,18.51,0,0.0,0
7691.24550546687,5,18.56,0,0.0,0
8325.913323606148,1,18.56,0,0.0,0
7815.961439480457,7,19.8,0,0.0,0
8342.905316441324,7,19.79,0,0.0,0
7787.014244004296,4,19.79,0,0.0,0
7826.992194990027,2,19.8,0,0.0,0
7527.709906714301,3,19.75,0,0.0,0
7485.242731231055,5,20.94,0,0.0,0
7234.248931749934,0,20.96,0,0.0,0
8104.028936593975,3,20.95,0,0.0,0
7766.136158122598,2,20.97,0,0.0,0
7611.766293781232,5,20.97,0,0.0,0
7337.368187062893,1,21.99,0,0.0,0
7977.182837332991,5,22.0,0,0.0,0
7508.675971908507,5,22.0,0,0.0,0
7736.521596246284,7,22.03,0,0.0,0
7442.438315157538,7,22.07,0,0.0,0
7431.975793441417,5,23.16,0,0.0,0
7948.941902389758,0,23.14,0,0.0,0
7784.30208972137,1,23.14,0,0.0,0
7988.573126411372,3,23.15,0,0.0,0
7919.464892934229,6,23.11,0,0.0,0
7640.316484511885,0,14.05,0,0.0,0
7250.8325361909865,2,15.28,0,0.0,0
7210.54438078045,4,18.44,0,0.0,0
7628.012657632015,7,19.53,0,0.0,0
7593.662972249852,4,19.57,0,0.0,0
8470.355697716377,4,19.51,0,0.0,0
-582.7333008463223,3,-11.76,0,0.49,1
8327.294539638306,1,14.27,0,0.0,0
7248.466634553484,0,14.29,0,0.0,0
7938.083324565515,0,14.16,0,0.0,0
8900.694612285184,7,14.22,0,0.0,0
6586.250386761822,0,14.24,0,0.0,0
8162.1652300794,6,15.34,0,0.0,0
7015.299154487405,7,15.39,0,0.0,0
7461.074770899133,2,15.31,0,0.0,0
6830.7303676407355,1,15.27,0,0.0,0
7706.312238729749,0,15.35,0,0.0,0
7636.491104257986,3,16.46,0,0.0,0
7565.582831343329,5,16.49,0,0.0,0
7111.670752082823,6,16.43,0,0.0,0
7146.9074134197035,7,17.53,0,0.0,0
8288.222063036294,6,17.54,0,0.0,0
7287.703699741746,2,17.55,0,0.0,0
7144.196207774162,7,17.52,0,0.0,0
7328.716614114211,7,17.48,0,0.0,0
8134.108330788804,4,18.56,0,0.0,0
7183.52102192051,5,18.56,0,0.0,0
7517.450867717203,2,18.46,0,0.0,0
8230.856063107265,7,18.46,0,0.0,0
7882.723218386484,0,19.68,0,0.0,0
7603.79963702432,5,19.67,0,0.0,0
7163.664144183468,2,19.66,0,0.0,0
7429.270279620185,5,19.62,0,0.0,0
8220.138357934653,7,19.6,0,0.0,0
7328.863178590151,6,20.78,0,0.0,0
7799.821323016762,0,20.8,0,0.0,0
7831.846846806352,7,20.79,0,0.0,0
7694.5500837965565,2,20.77,0,0.0,0
8079.71346314873,0,20.78,0,0.0,0
7372.141439037337,6,21.92,0,0.0,0
7722.394013994282,4,21.89,0,0.0,0
7360.877793049815,4,21.89,0,0.0,0
7448.674183006021,5,21.86,0,0.0,0
8073.437278211396,0,21.92,0,0.0,0
8057.463173290029,4,23.04,0,0.0,0
8010.00948539398,0,23.05,0,0.0,0
7539.283282807934,3,23.05,0,0.0,0
8054.03764369379,7,22.99,0,0.0,0
7447.55336793597,0,22.99,0,0.0,0
8958.375559825943,5,13.27,0,0.0,0
6850.452538869147,6,13.28,0,0.4925,1
9335.960749430249,4,13.24,0,0.0,0
7326.406207763715,6,14.57,0,0.0,0
7146.619027654747,1,14.59,0,0.0,0
8197.842533481486,2,14.53,0,0.0,0
7845.055673751249,2,14.28,0,0.0,0
7267.2268874737865,1,14.25,0,0.0,0
6909.6513062254635,3,15.59,0,0.0,0
7714.047902283481,4,15.54,0,0.0,0
8458.751016589049,6,15.51,0,0.0,0
8557.910185139479,2,15.54,0,0.0,0
7637.221080725531,6,15.54,0,0.0,0
8711.379792602742,1,16.68,0,0.0,0
8176.427993158726,3,16.67,0,0.0,0
