;Scopy version,438f138
;Exported on,dimanche décembre 15/12/2024
;Device,M2K
;Nr of samples,8000
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
0,-3.2,0.13914,-0.0549044
1,-3.199,0.13914,-0.0549044
2,-3.198,0.13914,-0.0549044
3,-3.197,0.13914,-0.0549044
4,-3.196,0.13914,-0.0549044
5,-3.195,0.13914,-0.0549044
6,-3.194,0.13914,-0.0549044
7,-3.193,0.13914,-0.0549044
8,-3.192,0.13914,-0.0549044
9,-3.191,0.140879,-0.0549044
10,-3.19,0.13914,-0.0549044
11,-3.189,0.13914,-0.0549044
12,-3.188,0.13914,-0.0549044
13,-3.187,0.13914,-0.0549044
14,-3.186,0.13914,-0.0549044
15,-3.185,0.13914,-0.0549044
16,-3.184,0.13914,-0.0549044
17,-3.183,0.13914,-0.0549044
18,-3.182,0.13914,-0.0549044
19,-3.181,0.13914,-0.0549044
20,-3.18,0.13914,-0.0549044
21,-3.179,0.13914,-0.0549044
22,-3.178,0.13914,-0.0549044
23,-3.177,0.142618,-0.0549044
24,-3.176,0.140879,-0.0549044
25,-3.175,0.140879,-0.0549044
26,-3.174,0.140879,-0.0549044
27,-3.173,0.13914,-0.0549044
28,-3.172,0.13914,-0.0549044
29,-3.171,0.13914,-0.0549044
30,-3.17,0.13914,-0.0549044
31,-3.169,0.13914,-0.0549044
32,-3.168,0.13914,-0.0549044
33,-3.167,0.13914,-0.0549044
34,-3.166,0.13914,-0.0549044
35,-3.165,0.13914,-0.0549044
36,-3.164,0.13914,-0.0549044
37,-3.163,0.13914,-0.0549044
38,-3.162,0.13914,-0.0549044
39,-3.161,0.13914,-0.0549044
40,-3.16,0.13914,-0.0549044
41,-3.159,0.13914,-0.0549044
42,-3.158,0.13914,-0.0549044
43,-3.157,0.13914,-0.0549044
44,-3.156,0.13914,-0.0549044
45,-3.155,0.142618,-0.0549044
46,-3.154,0.13914,-0.0549044
47,-3.153,0.13914,-0.0549044
48,-3.152,0.13914,-0.0549044
49,-3.151,0.142618,-0.0549044
50,-3.15,0.13914,-0.0549044
51,-3.149,0.13914,-0.0549044
52,-3.148,0.13914,-0.0549044
53,-3.147,0.13914,-0.0549044
54,-3.146,0.13914,-0.0549044
55,-3.145,0.13914,-0.0549044
56,-3.144,0.13914,-0.0549044
57,-3.143,0.13914,-0.0549044
58,-3.142,0.13914,-0.0549044
59,-3.141,0.13914,-0.0549044
60,-3.14,0.13914,-0.0549044
61,-3.139,0.13914,-0.0549044
62,-3.138,0.140879,-0.0549044
63,-3.137,0.140879,-0.0549044
64,-3.136,0.140879,-0.0549044
65,-3.135,0.142618,-0.0549044
66,-3.134,0.13914,-0.0549044
67,-3.133,0.13914,-0.0549044
68,-3.132,0.13914,-0.0549044
69,-3.131,0.13914,-0.0549044
70,-3.13,0.13914,-0.0549044
71,-3.129,0.13914,-0.0549044
72,-3.128,0.13914,-0.0549044
73,-3.127,0.13914,-0.0549044
74,-3.126,0.13914,-0.0549044
75,-3.125,0.13914,-0.0549044
76,-3.124,0.13914,-0.0549044
77,-3.123,0.13914,-0.0549044
78,-3.122,0.140879,-0.0549044
79,-3.121,0.13914,-0.0549044
80,-3.12,0.140879,-0.0549044
