;Scopy version,438f138
;Exported on,samedi décembre 14/12/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
0,0,0.466962
1,0.001,0.466962
2,0.002,0.466962
3,0.003,0.466962
4,0.004,0.466962
5,0.005,0.466962
6,0.006,0.466962
7,0.007,0.466962
8,0.008,0.466962
9,0.009,0.466962
10,0.01,0.466962
11,0.011,0.466962
12,0.012,0.466962
13,0.013,0.466962
14,0.014,0.466962
15,0.015,0.466962
16,0.016,0.466962
17,0.017,0.466962
18,0.018,0.466962
19,0.019,0.466962
20,0.02,0.466962
21,0.021,0.466962
22,0.022,0.466962
23,0.023,0.466962
24,0.024,0.466962
25,0.025,0.466962
26,0.026,0.466962
27,0.027,0.466962
28,0.028,0.466962
29,0.029,0.466962
30,0.03,0.466962
31,0.031,0.466962
32,0.032,0.466962
33,0.033,0.466962
34,0.034,0.466962
35,0.035,0.466962
36,0.036,0.466962
37,0.037,0.466962
38,0.038,0.466962
39,0.039,0.466962
40,0.04,0.466962
41,0.041,0.466962
42,0.042,0.466962
43,0.043,0.466962
44,0.044,0.466962
45,0.045,0.466962
46,0.046,0.466962
47,0.047,0.466962
48,0.048,0.466962
49,0.049,0.466962
50,0.05,0.466962
51,0.051,0.466962
52,0.052,0.466962
53,0.053,0.466962
54,0.054,0.466962
55,0.055,0.466962
56,0.056,0.466962
57,0.057,0.466962
58,0.058,0.466962
59,0.059,0.466962
60,0.06,0.466962
61,0.061,0.466962
62,0.062,0.466962
63,0.063,0.466962
64,0.064,0.466962
65,0.065,0.466962
66,0.066,0.466962
67,0.067,0.466962
68,0.068,0.466962
69,0.069,0.466962
70,0.07,0.466962
71,0.071,0.466962
72,0.072,0.466962
73,0.073,0.466962
74,0.074,0.466962
75,0.075,0.466962
76,0.076,0.466962
77,0.077,0.466962
78,0.078,0.466962
79,0.079,0.466962
80,0.08,0.466962
81,0.081,0.466962
82,0.082,0.466962
83,0.083,0.466962
84,0.084,0.466962
85,0.085,0.466962
86,0.086,0.466962
87,0.087,0.466962
88,0.088,0.466962
89,0.089,0.466962
90,0.09,0.466962
91,0.091,0.466962
92,0.092,0.466962
93,0.093,0.466962
94,0.094,0.466962
95,0.095,0.466962
96,0.096,0.466962
97,0.097,0.466962
98,0.098,0.466962
99,0.099,0.466962
100,0.1,0.466962
101,0.101,0.466962
102,0.102,0.466962
103,0.103,0.466962
104,0.104,0.466962
105,0.105,0.466962
106,0.106,0.466962
107,0.107,0.466962
108,0.108,0.466962
109,0.109,0.466962
110,0.11,0.466962
111,0.111,0.466962
112,0.112,0.466962
113,0.113,0.466962
114,0.114,0.466962
115,0.115,0.466962
116,0.116,0.466962
117,0.117,0.466962
118,0.118,0.466962
119,0.119,0.466962
120,0.12,0.466962
121,0.121,0.466962
122,0.122,0.466962
123,0.123,0.466962
124,0.124,0.466962
125,0.125,0.466962
126,0.126,0.466962
127,0.127,0.466962
128,0.128,0.466962
129,0.129,0.466962
130,0.13,0.466962
131,0.131,0.466962
132,0.132,0.466962
133,0.133,0.466962
134,0.134,0.466962
135,0.135,0.466962
136,0.136,0.466962
137,0.137,0.466962
138,0.138,0.466962
139,0.139,0.466962
140,0.14,0.466962
141,0.141,0.466962
142,0.142,0.466962
143,0.143,0.466962
144,0.144,0.466962
145,0.145,0.466962
146,0.146,0.466962
147,0.147,0.466962
148,0.148,0.466962
149,0.149,0.466962
150,0.15,0.466962
151,0.151,0.466962
152,0.152,0.466962
153,0.153,0.466962
154,0.154,0.466962
155,0.155,0.466962
156,0.156,0.466962
157,0.157,0.466962
158,0.158,0.466962
159,0.159,0.466962
160,0.16,0.466962
161,0.161,0.466962
162,0.162,0.466962
163,0.163,0.466962
164,0.164,0.466962
165,0.165,0.466962
166,0.166,0.466962
167,0.167,0.466962
168,0.168,0.466962
169,0.169,0.466962
170,0.17,0.466962
171,0.171,0.466962
172,0.172,0.466962
173,0.173,0.466962
174,0.174,0.466962
175,0.175,0.466962
176,0.176,0.466962
177,0.177,0.466962
178,0.178,0.466962
179,0.179,0.466962
180,0.18,0.466962
181,0.181,0.466962
182,0.182,0.466962
183,0.183,0.466962
184,0.184,0.466962
185,0.185,0.466962
186,0.186,0.466962
187,0.187,0.466962
188,0.188,0.466962
189,0.189,0.466962
190,0.19,0.466962
191,0.191,0.466962
192,0.192,0.466962
193,0.193,0.466962
194,0.194,0.466962
195,0.195,0.466962
196,0.196,0.466962
197,0.197,0.466962
198,0.198,0.466962
199,0.199,0.466962
200,0.2,0.466962
201,0.201,0.466962
202,0.202,0.466962
203,0.203,0.466962
204,0.204,0.466962
205,0.205,0.466962
206,0.206,0.466962
207,0.207,0.466962
208,0.208,0.466962
209,0.209,0.466962
210,0.21,0.466962
211,0.211,0.466962
212,0.212,0.466962
213,0.213,0.466962
214,0.214,0.466962
215,0.215,0.466962
216,0.216,0.466962
217,0.217,0.466962
218,0.218,0.466962
219,0.219,0.466962
220,0.22,0.466962
221,0.221,0.466962
222,0.222,0.466962
223,0.223,0.466962
224,0.224,0.466962
225,0.225,0.466962
226,0.226,0.466962
227,0.227,0.466962
228,0.228,0.466962
229,0.229,0.466962
230,0.23,0.466962
231,0.231,0.466962
232,0.232,0.466962
233,0.233,0.466962
234,0.234,0.466962
235,0.235,0.466962
236,0.236,0.466962
237,0.237,0.466962
238,0.238,0.466962
239,0.239,0.466962
240,0.24,0.466962
241,0.241,0.466962
242,0.242,0.466962
243,0.243,0.466962
244,0.244,0.466962
245,0.245,0.466962
246,0.246,0.466962
247,0.247,0.466962
248,0.248,0.466962
249,0.249,0.466962
250,0.25,0.466962
251,0.251,0.466962
252,0.252,0.466962
253,0.253,0.466962
254,0.254,0.466962
255,0.255,0.466962
256,0.256,0.466962
257,0.257,0.466962
258,0.258,0.466962
259,0.259,0.466962
260,0.26,0.466962
261,0.261,0.466962
262,0.262,0.466962
263,0.263,0.466962
264,0.264,0.466962
265,0.265,0.466962
266,0.266,0.466962
267,0.267,0.466962
268,0.268,0.466962
269,0.269,0.466962
270,0.27,0.466962
271,0.271,0.466962
272,0.272,0.466962
273,0.273,0.466962
274,0.274,0.466962
275,0.275,0.468701
276,0.276,0.475656
277,0.277,0.477395
278,0.278,0.479134
279,0.279,0.480873
280,0.28,0.480873
281,0.281,0.482612
282,0.282,0.482612
283,0.283,0.486089
284,0.284,0.48435
285,0.285,0.486089
286,0.286,0.486089
287,0.287,0.487828
288,0.288,0.491306
289,0.289,0.489567
290,0.29,0.493045
291,0.291,0.491306
292,0.292,0.494783
293,0.293,0.494783
294,0.294,0.494783
295,0.295,0.496522
296,0.296,0.496522
297,0.297,0.501739
298,0.298,0.5
299,0.299,0.503478
300,0.3,0.503478
301,0.301,0.503478
302,0.302,0.503478
303,0.303,0.506955
304,0.304,0.506955
305,0.305,0.506955
306,0.306,0.506955
307,0.307,0.506955
308,0.308,0.510433
309,0.309,0.510433
310,0.31,0.510433
311,0.311,0.510433
312,0.312,0.510433
313,0.313,0.512172
314,0.314,0.512172
315,0.315,0.512172
316,0.316,0.513911
317,0.317,0.513911
318,0.318,0.512172
319,0.319,0.51565
320,0.32,0.51565
321,0.321,0.51565
322,0.322,0.51565
323,0.323,0.51565
324,0.324,0.51565
