;Scopy version,438f138
;Exported on,samedi décembre 14/12/2024
;Device,M2K
;Nr of samples,1600
;Sample rate,1000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
0,0,0.460006
1,0.001,0.460006
2,0.002,0.460006
3,0.003,0.461745
4,0.004,0.458268
5,0.005,0.461745
6,0.006,0.460006
7,0.007,0.460006
8,0.008,0.460006
9,0.009,0.460006
10,0.01,0.460006
11,0.011,0.460006
12,0.012,0.460006
13,0.013,0.460006
14,0.014,0.460006
15,0.015,0.460006
16,0.016,0.460006
17,0.017,0.461745
18,0.018,0.458268
19,0.019,0.461745
20,0.02,0.460006
21,0.021,0.460006
22,0.022,0.460006
23,0.023,0.460006
24,0.024,0.460006
25,0.025,0.460006
26,0.026,0.460006
27,0.027,0.460006
28,0.028,0.460006
29,0.029,0.460006
30,0.03,0.460006
31,0.031,0.460006
32,0.032,0.460006
33,0.033,0.460006
34,0.034,0.460006
35,0.035,0.460006
36,0.036,0.460006
37,0.037,0.460006
38,0.038,0.460006
39,0.039,0.460006
40,0.04,0.460006
41,0.041,0.460006
42,0.042,0.460006
43,0.043,0.460006
44,0.044,0.460006
45,0.045,0.460006
46,0.046,0.460006
47,0.047,0.460006
48,0.048,0.460006
49,0.049,0.460006
50,0.05,0.460006
51,0.051,0.460006
52,0.052,0.460006
53,0.053,0.460006
54,0.054,0.460006
55,0.055,0.460006
56,0.056,0.460006
57,0.057,0.460006
58,0.058,0.460006
59,0.059,0.460006
60,0.06,0.460006
61,0.061,0.460006
62,0.062,0.460006
63,0.063,0.460006
64,0.064,0.460006
65,0.065,0.460006
66,0.066,0.460006
67,0.067,0.460006
68,0.068,0.460006
69,0.069,0.460006
70,0.07,0.460006
71,0.071,0.460006
72,0.072,0.460006
73,0.073,0.460006
74,0.074,0.460006
75,0.075,0.460006
76,0.076,0.460006
77,0.077,0.460006
78,0.078,0.460006
79,0.079,0.460006
80,0.08,0.460006
81,0.081,0.460006
82,0.082,0.460006
83,0.083,0.460006
84,0.084,0.461745
85,0.085,0.458268
86,0.086,0.460006
87,0.087,0.460006
88,0.088,0.460006
89,0.089,0.460006
90,0.09,0.460006
91,0.091,0.460006
92,0.092,0.460006
93,0.093,0.460006
94,0.094,0.460006
95,0.095,0.460006
96,0.096,0.460006
97,0.097,0.460006
98,0.098,0.460006
99,0.099,0.460006
100,0.1,0.460006
101,0.101,0.460006
102,0.102,0.460006
103,0.103,0.460006
104,0.104,0.460006
105,0.105,0.460006
106,0.106,0.460006
107,0.107,0.460006
108,0.108,0.460006
109,0.109,0.460006
110,0.11,0.460006
111,0.111,0.460006
112,0.112,0.460006
113,0.113,0.460006
114,0.114,0.460006
115,0.115,0.460006
116,0.116,0.460006
117,0.117,0.460006
118,0.118,0.460006
119,0.119,0.460006
120,0.12,0.460006
121,0.121,0.460006
122,0.122,0.460006
123,0.123,0.460006
124,0.124,0.460006
125,0.125,0.460006
126,0.126,0.460006
127,0.127,0.460006
128,0.128,0.460006
129,0.129,0.460006
130,0.13,0.460006
131,0.131,0.460006
132,0.132,0.460006
133,0.133,0.460006
134,0.134,0.460006
135,0.135,0.460006
136,0.136,0.460006
137,0.137,0.460006
138,0.138,0.460006
139,0.139,0.460006
140,0.14,0.460006
141,0.141,0.460006
142,0.142,0.460006
143,0.143,0.460006
144,0.144,0.460006
145,0.145,0.460006
146,0.146,0.460006
147,0.147,0.460006
148,0.148,0.460006
149,0.149,0.460006
150,0.15,0.460006
151,0.151,0.460006
152,0.152,0.460006
153,0.153,0.460006
154,0.154,0.460006
155,0.155,0.460006
156,0.156,0.460006
157,0.157,0.460006
158,0.158,0.460006
159,0.159,0.460006
160,0.16,0.460006
161,0.161,0.460006
162,0.162,0.460006
163,0.163,0.460006
164,0.164,0.460006
165,0.165,0.461745
166,0.166,0.458268
167,0.167,0.460006
168,0.168,0.460006
169,0.169,0.460006
170,0.17,0.460006
171,0.171,0.460006
172,0.172,0.460006
173,0.173,0.460006
174,0.174,0.460006
175,0.175,0.460006
176,0.176,0.460006
177,0.177,0.460006
178,0.178,0.460006
179,0.179,0.460006
180,0.18,0.460006
181,0.181,0.458268
182,0.182,0.461745
183,0.183,0.460006
184,0.184,0.460006
185,0.185,0.460006
186,0.186,0.460006
187,0.187,0.461745
188,0.188,0.460006
189,0.189,0.461745
190,0.19,0.460006
191,0.191,0.460006
192,0.192,0.460006
193,0.193,0.460006
194,0.194,0.460006
195,0.195,0.460006
196,0.196,0.460006
197,0.197,0.460006
198,0.198,0.461745
