;Scopy version,438f138
;Exported on,mercredi avril 30/04/2025
;Device,M2K
;Nr of samples,160000
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V)
0,-0.08192,0.0514332
1,-0.08191,0.0514332
2,-0.0819,0.0514332
3,-0.08189,0.0514332
4,-0.08188,0.0514332
5,-0.08187,0.0514332
6,-0.08186,0.0514332
7,-0.08185,0.0514332
8,-0.08184,0.0514332
9,-0.08183,0.0514332
10,-0.08182,0.0514332
11,-0.08181,0.0514332
12,-0.0818,0.0514332
13,-0.08179,0.0514332
14,-0.08178,0.0514332
15,-0.08177,0.0514332
16,-0.08176,0.0514332
17,-0.08175,0.0514332
18,-0.08174,0.0514332
19,-0.08173,0.0514332
20,-0.08172,0.0514332
21,-0.08171,0.0514332
22,-0.0817,0.0514332
23,-0.08169,0.0514332
24,-0.08168,0.0514332
25,-0.08167,0.0514332
26,-0.08166,0.0514332
27,-0.08165,0.0514332
28,-0.08164,0.0514332
29,-0.08163,0.0514332
30,-0.08162,0.0514332
31,-0.08161,0.0514332
32,-0.0816,0.0514332
33,-0.08159,0.0514332
34,-0.08158,0.0514332
35,-0.08157,0.0514332
36,-0.08156,0.0514332
37,-0.08155,0.0514332
38,-0.08154,0.0514332
39,-0.08153,0.0514332
40,-0.08152,0.0514332
41,-0.08151,0.0514332
42,-0.0815,0.0514332
43,-0.08149,0.0514332
44,-0.08148,0.0514332
45,-0.08147,0.0514332
46,-0.08146,0.0514332
47,-0.08145,0.0514332
48,-0.08144,0.0514332
49,-0.08143,0.0514332
50,-0.08142,0.0514332
51,-0.08141,0.0514332
52,-0.0814,0.0514332
53,-0.08139,0.0514332
54,-0.08138,0.0514332
55,-0.08137,0.0514332
56,-0.08136,0.0514332
57,-0.08135,0.0514332
58,-0.08134,0.0514332
59,-0.08133,0.0514332
60,-0.08132,0.0514332
61,-0.08131,0.0514332
62,-0.0813,0.0514332
63,-0.08129,0.0514332
64,-0.08128,0.0514332
65,-0.08127,0.0514332
66,-0.08126,0.0514332
67,-0.08125,0.0514332
68,-0.08124,0.0514332
69,-0.08123,0.0514332
70,-0.08122,0.0514332
71,-0.08121,0.0514332
72,-0.0812,0.0514332
73,-0.08119,0.0514332
74,-0.08118,0.0514332
75,-0.08117,0.0514332
76,-0.08116,0.0514332
77,-0.08115,0.0514332
78,-0.08114,0.0514332
79,-0.08113,0.0514332
80,-0.08112,0.0514332
81,-0.08111,0.0514332
82,-0.0811,0.0514332
83,-0.08109,0.0514332
84,-0.08108,0.0514332
85,-0.08107,0.0514332
86,-0.08106,0.0514332
87,-0.08105,0.0514332
88,-0.08104,0.0514332
89,-0.08103,0.0514332
90,-0.08102,0.0514332
91,-0.08101,0.0514332
92,-0.081,0.0514332
93,-0.08099,0.0514332
94,-0.08098,0.0514332
95,-0.08097,0.0514332
96,-0.08096,0.0514332
97,-0.08095,0.0514332
98,-0.08094,0.0514332
99,-0.08093,0.0514332
100,-0.08092,0.0514332
